,Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Other debtors / guarantors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telepthone,Foreign worker,Sex,Personal status,target,numeric_target,cat_target,score,descrete_score
162,no checking account,15,existing credits paid back duly till now,domestic appliances,1262,500 <= ... < 1000 DM,4  <= ... < 7 years,4,none,3,building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,1324,0,-0.006391981508066635,0
163,0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),7308,... <  100 DM,unemployed,2,none,4,unknown / no property,70,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,7397,1,0.9990255106384145,1
164,no checking account,36,existing credits paid back duly till now,car (new),909,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,building society savings agreement/ life insurance,36,none,own,1,skilled employee / official,1,none,no,male,single,1,992,0,0.00036544559662865517,1
165,no checking account,6,existing credits paid back duly till now,furniture/equipment,2978,500 <= ... < 1000 DM,1  <= ... < 4 years,1,none,2,"car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3022,1,1.002687246976508,1
169,0 <= ... < 200 DM,24,critical account/  other credits existing (not at this bank),business,1935,... <  100 DM,.. >= 7 years,4,none,4,real estate,31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,divorced/separated,1,2002,1,1.0180962988705513,1
170,... < 0 DM,15,no credits taken/ all credits paid back duly,car (new),950,... <  100 DM,.. >= 7 years,4,none,3,"car or other, not in attribute 6",33,none,rent,2,skilled employee / official,2,none,no,male,single,1,1010,0,0.0031406406913855323,1
173,0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,1414,... <  100 DM,1  <= ... < 4 years,4,guarantor,2,real estate,33,none,own,1,skilled employee / official,1,none,yes,male,single,1,1464,0,-0.0036053381836622655,0
174,... < 0 DM,21,delay in paying off in the past,education,3414,... <  100 DM,... < 1 year,2,none,1,building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,none,no,male,single,1,3468,1,0.9903482496660854,1
176,... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,2577,... <  100 DM,1  <= ... < 4 years,2,none,1,"car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,none,no,male,divorced/separated,1,2637,1,0.9827074651709626,1
177,... < 0 DM,6,critical account/  other credits existing (not at this bank),radio/television,338,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",52,none,own,2,skilled employee / official,1,none,no,male,single,0,407,0,0.005706342474495973,1
178,no checking account,12,existing credits paid back duly till now,radio/television,1963,... <  100 DM,4  <= ... < 7 years,4,none,2,"car or other, not in attribute 6",31,none,rent,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,male,single,1,2017,1,0.9959471708017817,1
179,... < 0 DM,21,critical account/  other credits existing (not at this bank),car (new),571,... <  100 DM,.. >= 7 years,4,none,4,real estate,65,none,own,2,skilled employee / official,1,none,no,male,single,1,669,0,0.01951063526349095,1
180,no checking account,36,delay in paying off in the past,business,9572,... <  100 DM,... < 1 year,1,none,1,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,no,male,divorced/separated,1,9642,1,1.0106614352834729,1
181,0 <= ... < 200 DM,36,delay in paying off in the past,business,4455,... <  100 DM,1  <= ... < 4 years,2,none,2,real estate,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,divorced/separated,0,4528,1,0.999741057130936,1
182,... < 0 DM,21,all credits at this bank paid back duly,car (new),1647,unknown/ no savings account,1  <= ... < 4 years,4,none,2,building society savings agreement/ life insurance,40,none,own,2,unskilled - resident,2,none,no,male,single,0,1718,1,1.0020521657062904,1
183,no checking account,24,critical account/  other credits existing (not at this bank),furniture/equipment,3777,.. >= 1000 DM,1  <= ... < 4 years,4,none,4,real estate,50,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3862,1,1.0088431506844984,1
184,0 <= ... < 200 DM,18,critical account/  other credits existing (not at this bank),car (new),884,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",36,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,950,0,0.01581798433110393,1
185,no checking account,15,critical account/  other credits existing (not at this bank),radio/television,1360,... <  100 DM,1  <= ... < 4 years,4,none,2,building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,none,no,male,single,0,1415,0,-0.007856185510075275,0
187,0 <= ... < 200 DM,16,critical account/  other credits existing (not at this bank),car (new),1175,... <  100 DM,unemployed,2,none,3,"car or other, not in attribute 6",68,none,for free,3,unemployed/ unskilled  - non-resident,1,"yes, registered under the customers name",no,male,single,1,1269,0,0.037870447184682576,1
188,... < 0 DM,12,existing credits paid back duly till now,radio/television,674,100 <= ... <  500 DM,4  <= ... < 7 years,4,none,1,building society savings agreement/ life insurance,20,none,own,1,skilled employee / official,1,none,no,male,married/widowed,1,714,0,-0.0028203533055289887,0
190,no checking account,24,existing credits paid back duly till now,business,4591,.. >= 1000 DM,1  <= ... < 4 years,2,none,3,building society savings agreement/ life insurance,54,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,4679,1,1.0151231003441679,1
191,0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,business,3844,100 <= ... <  500 DM,4  <= ... < 7 years,4,none,4,unknown / no property,34,none,for free,1,unskilled - resident,2,none,no,male,single,1,3938,1,0.9833774341056483,1
192,0 <= ... < 200 DM,27,existing credits paid back duly till now,business,3915,... <  100 DM,1  <= ... < 4 years,4,none,2,"car or other, not in attribute 6",36,none,own,1,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,3988,1,1.0039659768248215,1
193,no checking account,6,existing credits paid back duly till now,radio/television,2108,... <  100 DM,4  <= ... < 7 years,2,none,2,real estate,29,none,rent,1,skilled employee / official,1,none,no,male,married/widowed,1,2150,1,0.9914379286967812,1
194,0 <= ... < 200 DM,45,existing credits paid back duly till now,radio/television,3031,100 <= ... <  500 DM,1  <= ... < 4 years,4,guarantor,4,building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,none,no,male,single,0,3107,1,0.997991565153881,1
198,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),2760,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,36,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,2830,1,1.013146926069989,1
199,0 <= ... < 200 DM,18,delay in paying off in the past,furniture/equipment,4297,... <  100 DM,.. >= 7 years,4,none,3,unknown / no property,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,divorced/separated,1,4365,1,0.9980197582171033,1
200,no checking account,9,critical account/  other credits existing (not at this bank),education,936,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,"car or other, not in attribute 6",52,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,1006,0,-0.002847072033372089,0
201,... < 0 DM,12,existing credits paid back duly till now,car (new),1168,... <  100 DM,1  <= ... < 4 years,4,none,3,real estate,27,none,own,1,unskilled - resident,1,none,no,male,married/widowed,1,1217,0,-0.0005823984122904635,0
202,no checking account,27,delay in paying off in the past,business,5117,... <  100 DM,4  <= ... < 7 years,3,none,4,"car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,no,male,single,1,5181,1,1.001278362735362,1
203,... < 0 DM,12,existing credits paid back duly till now,retraining,902,... <  100 DM,4  <= ... < 7 years,4,none,4,building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,none,no,male,married/widowed,1,946,0,-0.004341475396041239,0
204,no checking account,12,critical account/  other credits existing (not at this bank),car (new),1495,... <  100 DM,.. >= 7 years,4,none,1,real estate,38,none,own,2,unskilled - resident,2,none,no,male,single,1,1555,1,0.9993061150870521,1
205,... < 0 DM,30,critical account/  other credits existing (not at this bank),car (used),10623,... <  100 DM,.. >= 7 years,3,none,4,unknown / no property,38,none,for free,3,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,male,single,1,10704,1,0.9913979917767225,1
206,no checking account,12,critical account/  other credits existing (not at this bank),furniture/equipment,1935,... <  100 DM,.. >= 7 years,4,none,4,real estate,43,none,own,3,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,2002,1,1.0009052434648822,1
207,0 <= ... < 200 DM,12,critical account/  other credits existing (not at this bank),domestic appliances,1424,... <  100 DM,4  <= ... < 7 years,4,none,3,building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,no,male,single,1,1472,0,-0.00459530336551961,0
208,... < 0 DM,24,existing credits paid back duly till now,business,6568,... <  100 DM,1  <= ... < 4 years,2,none,2,"car or other, not in attribute 6",21,stores,own,1,unskilled - resident,1,none,no,male,married/widowed,1,6620,1,0.9966018299394382,1
209,no checking account,12,existing credits paid back duly till now,car (used),1413,.. >= 1000 DM,4  <= ... < 7 years,3,none,2,building society savings agreement/ life insurance,55,none,own,1,skilled employee / official,1,none,yes,male,single,1,1488,0,-0.007264207189401906,0
210,no checking account,9,critical account/  other credits existing (not at this bank),radio/television,3074,unknown/ no savings account,1  <= ... < 4 years,1,none,2,real estate,33,none,own,2,skilled employee / official,2,none,no,male,single,0,3123,1,0.9969293309710066,1
212,... < 0 DM,27,no credits taken/ all credits paid back duly,business,5293,... <  100 DM,unemployed,2,none,4,building society savings agreement/ life insurance,50,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,5379,1,1.0201940192404397,1
213,>= 200 DM,30,delay in paying off in the past,business,1908,... <  100 DM,.. >= 7 years,4,none,4,real estate,66,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,2015,1,0.9924185170489579,1
214,no checking account,36,critical account/  other credits existing (not at this bank),radio/television,3342,unknown/ no savings account,.. >= 7 years,4,none,2,"car or other, not in attribute 6",51,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3438,1,0.9982386674358693,1
216,... < 0 DM,18,no credits taken/ all credits paid back duly,business,3104,... <  100 DM,4  <= ... < 7 years,3,none,1,building society savings agreement/ life insurance,31,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3160,1,1.000594057503786,1
217,>= 200 DM,36,existing credits paid back duly till now,radio/television,3913,... <  100 DM,1  <= ... < 4 years,2,none,2,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3979,1,0.9959119132226566,1
218,... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,3021,... <  100 DM,1  <= ... < 4 years,2,none,2,real estate,24,none,rent,1,unskilled - resident,1,none,no,male,divorced/separated,1,3076,1,0.9967822837206184,1
220,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,625,... <  100 DM,... < 1 year,4,guarantor,1,real estate,26,bank,own,1,unskilled - resident,1,none,no,male,married/widowed,1,671,0,-0.004424963303429119,0
222,no checking account,12,existing credits paid back duly till now,radio/television,707,... <  100 DM,1  <= ... < 4 years,4,none,2,real estate,30,bank,own,2,skilled employee / official,1,none,no,male,single,1,759,0,0.00013805830656932194,1
223,no checking account,24,delay in paying off in the past,business,2978,unknown/ no savings account,1  <= ... < 4 years,4,none,4,real estate,32,none,own,2,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,3047,1,1.0444270964154823,1
224,no checking account,15,existing credits paid back duly till now,car (used),4657,... <  100 DM,1  <= ... < 4 years,3,none,2,"car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,4710,1,1.001312447787241,1
